playerID,year,team,longestFG,percentageFG,percentagePAT
davidakers/2499370,2010,Philadelphia Eagles,50,84.2,100
davidakers/2499370,2009,Philadelphia Eagles,52,86.5,95.6
davidakers/2499370,2008,Philadelphia Eagles,51,82.5,100
davidakers/2499370,2007,Philadelphia Eagles,53,75,100
davidakers/2499370,2006,Philadelphia Eagles,47,78.3,100
davidakers/2499370,2005,Philadelphia Eagles,50,72.7,100
davidakers/2499370,2004,Philadelphia Eagles,51,84.4,97.6
davidakers/2499370,2003,Philadelphia Eagles,57,82.8,100
davidakers/2499370,2002,Philadelphia Eagles,51,88.2,100
davidakers/2499370,2001,Philadelphia Eagles,50,83.9,97.4
davidakers/2499370,2000,Philadelphia Eagles,51,87.9,94.4
davidakers/2499370,1999,Philadelphia Eagles,53,50,100
davidakers/2499370,1998,Washington Redskins,0,0,100
dickabsher/2508175,1972,Philadelphia Eagles,0,0,0
dickabsher/2508175,1971,New Orleans Saints,0,0,0
dickabsher/2508175,1970,New Orleans Saints,0,0,0
dickabsher/2508175,1969,New Orleans Saints,0,0,0
dickabsher/2508175,1968,Atlanta Falcons,0,0,0
dickabsher/2508175,1967,Atlanta Falcons,0,0,0
dickabsher/2508175,1967,Washington Redskins,0,0,100
waynewalker/2528129,1972,Detroit Lions,0,0,0
waynewalker/2528129,1971,Detroit Lions,0,0,100
waynewalker/2528129,1970,Detroit Lions,0,0,0
waynewalker/2528129,1969,Detroit Lions,0,0,0
waynewalker/2528129,1968,Detroit Lions,0,42.9,100
waynewalker/2528129,1967,Detroit Lions,0,33.3,100
waynewalker/2528129,1966,Detroit Lions,0,25,100
waynewalker/2528129,1965,Detroit Lions,0,36.4,100
waynewalker/2528129,1964,Detroit Lions,0,56,94.1
waynewalker/2528129,1963,Detroit Lions,0,40.9,100
waynewalker/2528129,1962,Detroit Lions,0,40.9,100
waynewalker/2528129,1961,Detroit Lions,0,0,100
waynewalker/2528129,1960,Detroit Lions,0,0,0
waynewalker/2528129,1959,Detroit Lions,0,0,83.3
waynewalker/2528129,1958,Detroit Lions,0,0,0
leejohnson/2501436,2002,Philadelphia Eagles,0,0,0
leejohnson/2501436,2001,Minnesota Vikings,0,0,0
leejohnson/2501436,2001,New England Patriots,0,0,0
leejohnson/2501436,2000,New England Patriots,0,0,0
leejohnson/2501436,1999,New England Patriots,0,0,0
leejohnson/2501436,1998,Cincinnati Bengals,0,0,0
leejohnson/2501436,1997,Cincinnati Bengals,0,0,0
leejohnson/2501436,1996,Cincinnati Bengals,0,0,0
leejohnson/2501436,1995,Cincinnati Bengals,0,0,0
leejohnson/2501436,1994,Cincinnati Bengals,0,0,0
leejohnson/2501436,1993,Cincinnati Bengals,0,0,0
leejohnson/2501436,1992,Cincinnati Bengals,0,0,0
leejohnson/2501436,1991,Cincinnati Bengals,53,33.3,0
leejohnson/2501436,1990,Cincinnati Bengals,0,0,0
leejohnson/2501436,1989,Cincinnati Bengals,0,0,0
leejohnson/2501436,1988,Cincinnati Bengals,50,50,0
leejohnson/2501436,1988,Cleveland Browns,0,0,0
leejohnson/2501436,1987,Cleveland Browns,0,0,0
leejohnson/2501436,1987,Houston Oilers,0,0,0
leejohnson/2501436,1986,Houston Oilers,0,0,0
leejohnson/2501436,1985,Houston Oilers,0,0,0
bertrechichar/2523826,1961,New York Titans,0,0,0
bertrechichar/2523826,1960,Pittsburgh Steelers,0,42.9,100
bertrechichar/2523826,1959,Baltimore Colts,0,0,0
bertrechichar/2523826,1958,Baltimore Colts,0,25,0
bertrechichar/2523826,1957,Baltimore Colts,0,23.1,88
bertrechichar/2523826,1956,Baltimore Colts,0,23.1,80
bertrechichar/2523826,1955,Baltimore Colts,0,41.7,96.2
bertrechichar/2523826,1954,Baltimore Colts,0,46.2,100
bertrechichar/2523826,1953,Baltimore Colts,0,38.5,0
bertrechichar/2523826,1952,Cleveland Browns,0,0,0
richkarlis/2518149,1990,Detroit Lions,39,57.1,100
richkarlis/2518149,1989,Minnesota Vikings,51,79.5,96.4
richkarlis/2518149,1988,Denver Broncos,51,63.9,97.3
richkarlis/2518149,1987,Denver Broncos,51,72,100
richkarlis/2518149,1986,Denver Broncos,51,71.4,97.8
richkarlis/2518149,1985,Denver Broncos,48,60.5,93.2
richkarlis/2518149,1984,Denver Broncos,50,75,92.7
richkarlis/2518149,1983,Denver Broncos,50,84,97.1
richkarlis/2518149,1982,Denver Broncos,47,84.6,93.8
lendawson/2512662,1975,Kansas City Chiefs,0,0,0
lendawson/2512662,1974,Kansas City Chiefs,0,0,0
lendawson/2512662,1973,Kansas City Chiefs,0,0,0
lendawson/2512662,1972,Kansas City Chiefs,0,0,0
lendawson/2512662,1971,Kansas City Chiefs,0,0,0
lendawson/2512662,1970,Kansas City Chiefs,0,0,0
lendawson/2512662,1969,Kansas City Chiefs,0,0,0
lendawson/2512662,1968,Kansas City Chiefs,0,0,0
lendawson/2512662,1967,Kansas City Chiefs,0,0,0
lendawson/2512662,1966,Kansas City Chiefs,0,0,0
lendawson/2512662,1965,Kansas City Chiefs,0,0,0
lendawson/2512662,1964,Kansas City Chiefs,0,0,0
lendawson/2512662,1963,Kansas City Chiefs,0,0,0
lendawson/2512662,1962,Dallas Texans,0,0,0
lendawson/2512662,1961,Cleveland Browns,0,0,0
lendawson/2512662,1960,Cleveland Browns,0,0,0
lendawson/2512662,1959,Pittsburgh Steelers,0,0,0
lendawson/2512662,1958,Pittsburgh Steelers,0,0,0
lendawson/2512662,1957,Pittsburgh Steelers,0,0,0
chandlercatanzaro/2550325,2016,Arizona Cardinals,60,75,91.5
chandlercatanzaro/2550325,2015,Arizona Cardinals,47,90.3,91.4
chandlercatanzaro/2550325,2014,Arizona Cardinals,51,87.9,100
georgefleming/2514131,1961,Oakland Raiders,0,39.3,96
harveyjohnson/2517649,1951,New York Yanks,0,42.9,100
harveyjohnson/2517649,1949,New York Yankees,0,0,0
harveyjohnson/2517649,1948,New York Yankees,0,0,0
harveyjohnson/2517649,1947,New York Yankees,0,0,0
harveyjohnson/2517649,1946,New York Yankees,0,0,0
davidray/2523791,1974,Los Angeles Rams,0,56.3,80.6
davidray/2523791,1973,Los Angeles Rams,0,63.8,95.2
davidray/2523791,1972,Los Angeles Rams,0,58.5,100
davidray/2523791,1971,Los Angeles Rams,0,62.1,100
davidray/2523791,1970,Los Angeles Rams,0,64.4,100
davidray/2523791,1969,Los Angeles Rams,0,0,0
dougpelfrey/2502439,1999,Cincinnati Bengals,50,66.7,100
dougpelfrey/2502439,1998,Cincinnati Bengals,51,70.4,100
dougpelfrey/2502439,1997,Cincinnati Bengals,46,75,95.3
dougpelfrey/2502439,1996,Cincinnati Bengals,49,82.1,100
dougpelfrey/2502439,1995,Cincinnati Bengals,51,80.6,100
dougpelfrey/2502439,1994,Cincinnati Bengals,54,84.8,96
dougpelfrey/2502439,1993,Cincinnati Bengals,53,77.4,81.3
rafaelseptien/2525334,1986,Dallas Cowboys,50,71.4,100
rafaelseptien/2525334,1985,Dallas Cowboys,53,67.9,97.7
rafaelseptien/2525334,1984,Dallas Cowboys,52,79.3,97.1
rafaelseptien/2525334,1983,Dallas Cowboys,47,81.5,96.6
rafaelseptien/2525334,1982,Dallas Cowboys,53,71.4,100
rafaelseptien/2525334,1981,Dallas Cowboys,47,77.1,100
rafaelseptien/2525334,1980,Dallas Cowboys,52,64.7,98.3
rafaelseptien/2525334,1979,Dallas Cowboys,51,65.5,90.9
rafaelseptien/2525334,1978,Dallas Cowboys,48,61.5,97.9
rafaelseptien/2525334,1977,Los Angeles Rams,45,60,91.4
danbailey/2495259,2016,Dallas Cowboys,56,84.4,100
danbailey/2495259,2015,Dallas Cowboys,54,93.8,100
danbailey/2495259,2014,Dallas Cowboys,56,86.2,100
danbailey/2495259,2013,Dallas Cowboys,53,93.3,100
danbailey/2495259,2012,Dallas Cowboys,51,93.5,100
danbailey/2495259,2011,Dallas Cowboys,51,86.5,100
mackyoho/2529523,1963,Buffalo Bills,0,41.7,86.5
mackyoho/2529523,1962,Buffalo Bills,0,33.3,90.9
mackyoho/2529523,1961,Buffalo Bills,0,0,0
mackyoho/2529523,1960,Buffalo Bills,0,40,0
neilrackers/2504287,2011,Houston Texans,54,84.2,97.5
neilrackers/2504287,2010,Houston Texans,57,90,100
neilrackers/2504287,2009,Arizona Cardinals,48,94.1,97.4
neilrackers/2504287,2008,Arizona Cardinals,54,89.3,100
neilrackers/2504287,2007,Arizona Cardinals,52,70,97.9
neilrackers/2504287,2006,Arizona Cardinals,50,75.7,100
neilrackers/2504287,2005,Arizona Cardinals,54,95.2,100
neilrackers/2504287,2004,Arizona Cardinals,55,75.9,100
neilrackers/2504287,2003,Arizona Cardinals,49,75,100
neilrackers/2504287,2002,Cincinnati Bengals,54,83.3,93.8
neilrackers/2504287,2001,Cincinnati Bengals,52,60.7,95.8
neilrackers/2504287,2000,Cincinnati Bengals,45,57.1,100
jeffreed/2504853,2010,San Francisco 49ers,47,90,100
jeffreed/2504853,2010,Pittsburgh Steelers,53,68.2,100
jeffreed/2504853,2009,Pittsburgh Steelers,46,87.1,100
jeffreed/2504853,2008,Pittsburgh Steelers,53,87.1,97.3
jeffreed/2504853,2007,Pittsburgh Steelers,49,92,100
jeffreed/2504853,2006,Pittsburgh Steelers,50,74.1,100
jeffreed/2504853,2005,Pittsburgh Steelers,44,82.8,100
jeffreed/2504853,2004,Pittsburgh Steelers,51,84.8,100
jeffreed/2504853,2003,Pittsburgh Steelers,51,71.9,96.9
jeffreed/2504853,2002,Pittsburgh Steelers,50,89.5,90.9
macpercival/2523000,1974,Dallas Cowboys,0,25,80
macpercival/2523000,1973,Chicago Bears,0,75,100
macpercival/2523000,1972,Chicago Bears,0,50,100
macpercival/2523000,1971,Chicago Bears,0,45.5,100
macpercival/2523000,1970,Chicago Bears,0,58.8,100
macpercival/2523000,1969,Chicago Bears,0,38.1,100
macpercival/2523000,1968,Chicago Bears,0,69.4,100
macpercival/2523000,1967,Chicago Bears,0,50,89.7
davemann/2520070,1957,Chicago Cardinals,0,0,0
davemann/2520070,1956,Chicago Cardinals,0,0,0
davemann/2520070,1955,Chicago Cardinals,0,100,0
joshlambo/2553833,2016,San Diego Chargers,47,81.3,91.3
joshlambo/2553833,2015,San Diego Chargers,54,81.3,87.5
mikeeischeid/2513525,1974,Minnesota Vikings,0,0,0
mikeeischeid/2513525,1973,Minnesota Vikings,0,0,0
mikeeischeid/2513525,1972,Minnesota Vikings,0,0,0
mikeeischeid/2513525,1971,Oakland Raiders,0,0,0
mikeeischeid/2513525,1970,Oakland Raiders,0,0,0
mikeeischeid/2513525,1969,Oakland Raiders,0,0,0
mikeeischeid/2513525,1968,Oakland Raiders,0,0,0
mikeeischeid/2513525,1967,Oakland Raiders,0,0,0
mikeeischeid/2513525,1966,Oakland Raiders,0,42.3,100
teddygarcia/2514609,1990,Houston Oilers,49,70,92.9
teddygarcia/2514609,1989,Minnesota Vikings,35,20,100
teddygarcia/2514609,1988,New England Patriots,50,46.2,68.8
pauledinger/2504132,2005,Minnesota Vikings,56,73.5,100
pauledinger/2504132,2004,Chicago Bears,53,62.5,100
pauledinger/2504132,2003,Chicago Bears,54,72.2,100
pauledinger/2504132,2002,Chicago Bears,53,78.6,100
pauledinger/2504132,2001,Chicago Bears,48,83.9,100
pauledinger/2504132,2000,Chicago Bears,54,77.8,100
charliebaumann/2509189,1992,New England Patriots,44,64.7,91.7
charliebaumann/2509189,1991,New England Patriots,46,70,90
charliebaumann/2509189,1991,Miami Dolphins,48,100,100
edjankowski/2517412,1941,Green Bay Packers,0,100,50
edjankowski/2517412,1940,Green Bay Packers,0,0,0
edjankowski/2517412,1939,Green Bay Packers,0,0,0
edjankowski/2517412,1938,Green Bay Packers,0,0,66.7
edjankowski/2517412,1937,Green Bay Packers,0,0,0
fuadreveiz/2502632,1995,Minnesota Vikings,51,72.2,100
fuadreveiz/2502632,1994,Minnesota Vikings,51,87.2,100
fuadreveiz/2502632,1993,Minnesota Vikings,51,74.3,96.4
fuadreveiz/2502632,1992,Minnesota Vikings,52,76,100
fuadreveiz/2502632,1991,Minnesota Vikings,50,70.8,97.1
fuadreveiz/2502632,1990,Minnesota Vikings,45,91.7,100
fuadreveiz/2502632,1990,San Diego Chargers,42,28.6,87.5
fuadreveiz/2502632,1988,Miami Dolphins,45,66.7,96.9
fuadreveiz/2502632,1987,Miami Dolphins,48,81.8,93.3
fuadreveiz/2502632,1986,Miami Dolphins,52,63.6,94.5
fuadreveiz/2502632,1985,Miami Dolphins,49,81.5,96.2
luiszendejas/2529642,1989,Dallas Cowboys,47,55.6,100
luiszendejas/2529642,1989,Philadelphia Eagles,47,60,100
luiszendejas/2529642,1988,Philadelphia Eagles,50,79.2,96.8
luiszendejas/2529642,1988,Dallas Cowboys,47,33.3,100
luiszendejas/2529642,1987,Dallas Cowboys,50,75,100
dennispartee/2522807,1975,San Diego Chargers,0,0,0
dennispartee/2522807,1974,San Diego Chargers,0,20,92.9
dennispartee/2522807,1973,San Diego Chargers,0,50,100
dennispartee/2522807,1972,San Diego Chargers,0,60,92.9
dennispartee/2522807,1971,San Diego Chargers,0,58.6,97.3
dennispartee/2522807,1970,San Diego Chargers,0,0,0
dennispartee/2522807,1969,San Diego Chargers,0,53.6,100
dennispartee/2522807,1968,San Diego Chargers,0,68.8,93
frankpatrick/2522840,1939,Chicago Cardinals,0,0,100
frankpatrick/2522840,1938,Chicago Cardinals,0,25,100
dickvanraaphorst/2527885,1967,San Diego Chargers,0,50,100
dickvanraaphorst/2527885,1966,San Diego Chargers,0,51.6,97.5
dickvanraaphorst/2527885,1964,Dallas Cowboys,0,48.3,96.6
timwebster/2528441,1971,Green Bay Packers,0,54.5,100
garyfamiglietti/2513815,1946,Boston Yanks,0,0,0
garyfamiglietti/2513815,1945,Chicago Bears,0,0,0
garyfamiglietti/2513815,1944,Chicago Bears,0,0,0
garyfamiglietti/2513815,1943,Chicago Bears,0,0,0
garyfamiglietti/2513815,1942,Chicago Bears,0,0,0
garyfamiglietti/2513815,1941,Chicago Bears,0,0,0
garyfamiglietti/2513815,1940,Chicago Bears,0,0,0
garyfamiglietti/2513815,1939,Chicago Bears,0,0,100
garyfamiglietti/2513815,1938,Chicago Bears,0,0,0
nickbasca/2509118,1941,Philadelphia Eagles,0,50,100
billyatkins/2508717,1964,Denver Broncos,0,0,0
billyatkins/2508717,1963,Buffalo Bills,0,0,0
billyatkins/2508717,1963,New York Jets,0,0,0
billyatkins/2508717,1962,New York Titans,0,0,0
billyatkins/2508717,1961,Buffalo Bills,0,33.3,93.5
billyatkins/2508717,1960,Buffalo Bills,0,46.2,81.8
billyatkins/2508717,1959,San Francisco 49ers,0,0,0
billyatkins/2508717,1958,San Francisco 49ers,0,0,0
chestermarcol/2520125,1980,Houston Oilers,27,100,33.3
chestermarcol/2520125,1980,Green Bay Packers,46,66.7,100
chestermarcol/2520125,1979,Green Bay Packers,42,40,88.9
chestermarcol/2520125,1978,Green Bay Packers,48,57.9,100
chestermarcol/2520125,1977,Green Bay Packers,44,61.9,78.6
chestermarcol/2520125,1976,Green Bay Packers,45,52.6,88.9
chestermarcol/2520125,1975,Green Bay Packers,21,100,0
chestermarcol/2520125,1974,Green Bay Packers,0,64.1,100
chestermarcol/2520125,1973,Green Bay Packers,0,60,95
chestermarcol/2520125,1972,Green Bay Packers,0,68.8,100
shanelechler/2504319,2016,Houston Texans,0,0,0
shanelechler/2504319,2015,Houston Texans,0,0,0
shanelechler/2504319,2014,Houston Texans,0,0,0
shanelechler/2504319,2013,Houston Texans,0,0,0
shanelechler/2504319,2012,Oakland Raiders,0,0,0
shanelechler/2504319,2011,Oakland Raiders,0,0,0
shanelechler/2504319,2010,Oakland Raiders,0,0,0
shanelechler/2504319,2009,Oakland Raiders,0,0,0
shanelechler/2504319,2008,Oakland Raiders,0,0,0
shanelechler/2504319,2007,Oakland Raiders,0,0,0
shanelechler/2504319,2006,Oakland Raiders,0,0,0
shanelechler/2504319,2005,Oakland Raiders,0,0,0
shanelechler/2504319,2004,Oakland Raiders,0,0,0
shanelechler/2504319,2003,Oakland Raiders,0,0,0
shanelechler/2504319,2002,Oakland Raiders,0,0,0
shanelechler/2504319,2001,Oakland Raiders,0,0,0
shanelechler/2504319,2000,Oakland Raiders,0,0,100
chucknelson/2522013,1988,Minnesota Vikings,49,80,98
chucknelson/2522013,1987,Minnesota Vikings,51,54.2,97.3
chucknelson/2522013,1986,Minnesota Vikings,53,78.6,93.6
chucknelson/2522013,1984,Buffalo Bills,47,60,100
chucknelson/2522013,1983,Los Angeles Rams,41,45.5,89.2
waderichey/2502657,2004,Baltimore Ravens,0,0,0
waderichey/2502657,2003,Baltimore Ravens,56,50,0
waderichey/2502657,2002,San Diego Chargers,0,0,0
waderichey/2502657,2001,San Diego Chargers,51,65.6,100
waderichey/2502657,2000,San Francisco 49ers,47,68.2,95.6
waderichey/2502657,1999,San Francisco 49ers,52,91.3,96.8
waderichey/2502657,1998,San Francisco 49ers,46,66.7,96.1
brandonmcmanus/2541556,2016,Denver Broncos,55,85.3,97
brandonmcmanus/2541556,2015,Denver Broncos,57,85.7,97.2
brandonmcmanus/2541556,2014,Denver Broncos,44,69.2,100
coleford/2500677,1998,Buffalo Bills,0,0,0
coleford/2500677,1997,Oakland Raiders,53,59.1,94.3
coleford/2500677,1996,Oakland Raiders,47,77.4,100
coleford/2500677,1995,Oakland Raiders,46,88.9,94.4
rogerleclerc/2519247,1967,Denver Broncos,0,16.7,100
rogerleclerc/2519247,1966,Chicago Bears,0,60,96
rogerleclerc/2519247,1965,Chicago Bears,0,42.3,100
rogerleclerc/2519247,1964,Chicago Bears,0,62.5,0
rogerleclerc/2519247,1963,Chicago Bears,0,56.5,0
rogerleclerc/2519247,1962,Chicago Bears,0,48.1,90
rogerleclerc/2519247,1961,Chicago Bears,0,41.7,97.6
rogerleclerc/2519247,1960,Chicago Bears,0,0,0
garyglick/2514961,1963,San Diego Chargers,0,0,0
garyglick/2514961,1961,Baltimore Colts,0,0,0
garyglick/2514961,1960,Washington Redskins,0,0,0
garyglick/2514961,1959,Washington Redskins,0,0,0
garyglick/2514961,1959,Pittsburgh Steelers,0,0,0
garyglick/2514961,1958,Pittsburgh Steelers,0,0,0
garyglick/2514961,1957,Pittsburgh Steelers,0,27.8,83.3
garyglick/2514961,1956,Pittsburgh Steelers,0,57.1,94.1
davidhardy/2515822,1987,Los Angeles Raiders,0,0,100
dustinhopkins/2539227,2016,Washington Redskins,53,81,92.3
dustinhopkins/2539227,2015,Washington Redskins,54,89.3,97.5
dustinhopkins/2539227,2013,Buffalo Bills,0,0,0
ericschubert/2525119,1987,New England Patriots,23,50,100
ericschubert/2525119,1986,St. Louis Cardinals,46,27.3,100
ericschubert/2525119,1985,New York Giants,41,76.9,96.3
joeglamp/2514933,1949,Pittsburgh Steelers,0,16.7,100
joeglamp/2514933,1948,Pittsburgh Steelers,0,40,96.3
joeglamp/2514933,1947,Pittsburgh Steelers,0,42.9,96.8
garoyepremian/2529515,1981,Tampa Bay Buccaneers,44,50,100
garoyepremian/2529515,1980,Tampa Bay Buccaneers,43,69.6,96.9
garoyepremian/2529515,1979,New Orleans Saints,44,75,97.5
garoyepremian/2529515,1978,Miami Dolphins,49,82.6,91.1
garoyepremian/2529515,1977,Miami Dolphins,48,45.5,92.5
garoyepremian/2529515,1976,Miami Dolphins,53,69.6,93.5
garoyepremian/2529515,1975,Miami Dolphins,40,81.3,87
garoyepremian/2529515,1974,Miami Dolphins,0,53.3,100
garoyepremian/2529515,1973,Miami Dolphins,0,67.6,100
garoyepremian/2529515,1972,Miami Dolphins,0,64.9,95.6
garoyepremian/2529515,1971,Miami Dolphins,0,70,100
garoyepremian/2529515,1970,Miami Dolphins,0,75.9,100
garoyepremian/2529515,1967,Detroit Lions,0,33.3,95.7
garoyepremian/2529515,1966,Detroit Lions,0,59.1,100
johnlascari/2519114,1942,New York Giants,0,0,0
randybullock/2533444,2016,Cincinnati Bengals,43,83.3,100
randybullock/2533444,2016,Pittsburgh Steelers,44,100,100
randybullock/2533444,2016,New York Giants,0,0,66.7
randybullock/2533444,2015,New York Jets,49,82.4,95
randybullock/2533444,2015,Houston Texans,47,83.3,60
randybullock/2533444,2014,Houston Texans,55,85.7,100
randybullock/2533444,2013,Houston Texans,51,74.3,100
nicknovak/2506194,2016,Houston Texans,53,85.4,88
nicknovak/2506194,2015,Houston Texans,51,85.7,93.5
nicknovak/2506194,2014,San Diego Chargers,52,84.6,100
nicknovak/2506194,2013,San Diego Chargers,50,91.9,100
nicknovak/2506194,2012,San Diego Chargers,51,90,100
nicknovak/2506194,2011,San Diego Chargers,53,79.4,97.6
nicknovak/2506194,2008,Kansas City Chiefs,43,60,100
nicknovak/2506194,2006,Washington Redskins,47,50,100
nicknovak/2506194,2005,Arizona Cardinals,35,100,0
nicknovak/2506194,2005,Washington Redskins,40,71.4,100
jeffchandler/2505096,2004,Washington Redskins,49,83.3,100
jeffchandler/2505096,2004,Carolina Panthers,0,0,100
jeffchandler/2505096,2004,St. Louis Rams,0,0,0
jeffchandler/2505096,2003,San Francisco 49ers,35,85.7,87.5
jeffchandler/2505096,2002,San Francisco 49ers,47,66.7,100
ginocappelletti/2511036,1970,Boston Patriots,0,40,92.3
ginocappelletti/2511036,1969,Boston Patriots,0,41.2,96.3
ginocappelletti/2511036,1968,Boston Patriots,0,55.6,100
ginocappelletti/2511036,1967,Boston Patriots,0,51.6,96.7
ginocappelletti/2511036,1966,Boston Patriots,0,48.5,97.2
ginocappelletti/2511036,1965,Boston Patriots,0,63,100
ginocappelletti/2511036,1964,Boston Patriots,0,64.1,100
ginocappelletti/2511036,1963,Boston Patriots,0,57.9,97.2
ginocappelletti/2511036,1962,Boston Patriots,0,54.1,95
ginocappelletti/2511036,1961,Boston Patriots,0,54.8,96
ginocappelletti/2511036,1960,Boston Patriots,0,36.4,93.8
sandysanford/2524898,1940,Washington Redskins,0,0,60
billreissig/2523952,1939,Brooklyn Dodgers,0,100,0
billreissig/2523952,1938,Brooklyn Dodgers,0,100,0
jessatkinson/2508724,1988,Indianapolis Colts,0,0,0
jessatkinson/2508724,1987,Washington Redskins,27,100,100
jessatkinson/2508724,1986,Washington Redskins,0,0,100
jessatkinson/2508724,1985,St. Louis Cardinals,0,0,100
jessatkinson/2508724,1985,New York Giants,49,66.7,93.3
patleahy/2501709,1991,New York Jets,40,70.3,100
patleahy/2501709,1990,New York Jets,47,88.5,100
patleahy/2501709,1989,New York Jets,46,66.7,96.7
patleahy/2501709,1988,New York Jets,48,82.1,100
patleahy/2501709,1987,New York Jets,42,81.8,100
patleahy/2501709,1986,New York Jets,50,84.2,100
patleahy/2501709,1985,New York Jets,55,76.5,95.6
patleahy/2501709,1984,New York Jets,52,70.8,97.4
patleahy/2501709,1983,New York Jets,49,66.7,97.3
patleahy/2501709,1982,New York Jets,49,64.7,83.9
patleahy/2501709,1981,New York Jets,49,69.4,97.4
patleahy/2501709,1980,New York Jets,49,63.6,100
patleahy/2501709,1979,New York Jets,34,61.5,80
patleahy/2501709,1978,New York Jets,47,73.3,97.6
patleahy/2501709,1977,New York Jets,48,60,85.7
patleahy/2501709,1976,New York Jets,47,68.8,80
patleahy/2501709,1975,New York Jets,47,61.9,90
patleahy/2501709,1974,New York Jets,0,54.5,94.7
uwevonschamann/2528014,1984,Miami Dolphins,37,47.4,94.3
uwevonschamann/2528014,1983,Miami Dolphins,52,66.7,93.8
uwevonschamann/2528014,1982,Miami Dolphins,47,75,95.5
uwevonschamann/2528014,1981,Miami Dolphins,46,77.4,97.4
uwevonschamann/2528014,1980,Miami Dolphins,48,60.9,100
uwevonschamann/2528014,1979,Miami Dolphins,53,72.4,90
vinceabbott/2508148,1988,San Diego Chargers,48,66.7,100
vinceabbott/2508148,1987,San Diego Chargers,47,59.1,95.7
cedricoglesby/2504342,2001,Arizona Cardinals,41,83.3,100
tompennington/2522980,1962,Dallas Texans,0,40,86.7
raycarnelly/2511092,1939,Brooklyn Dodgers,0,0,0
floriankempf/2518318,1987,New Orleans Saints,48,80,100
floriankempf/2518318,1984,Houston Oilers,49,66.7,100
floriankempf/2518318,1983,Houston Oilers,51,81,97.1
floriankempf/2518318,1982,Houston Oilers,37,66.7,88.9
frankmaznicki/2520447,1947,Boston Yanks,0,100,90.5
frankmaznicki/2520447,1946,Chicago Bears,0,44.4,96.2
frankmaznicki/2520447,1942,Chicago Bears,0,80,95.5
adamvinatieri/2503471,2016,Indianapolis Colts,54,87.1,100
adamvinatieri/2503471,2015,Indianapolis Colts,55,92.6,91.4
adamvinatieri/2503471,2014,Indianapolis Colts,53,96.8,100
adamvinatieri/2503471,2013,Indianapolis Colts,52,87.5,100
adamvinatieri/2503471,2012,Indianapolis Colts,53,78.8,100
adamvinatieri/2503471,2011,Indianapolis Colts,53,85.2,100
adamvinatieri/2503471,2010,Indianapolis Colts,48,92.9,100
adamvinatieri/2503471,2009,Indianapolis Colts,48,77.8,94.4
adamvinatieri/2503471,2008,Indianapolis Colts,52,80,100
adamvinatieri/2503471,2007,Indianapolis Colts,39,79.3,96.1
adamvinatieri/2503471,2006,Indianapolis Colts,48,89.3,100
adamvinatieri/2503471,2005,New England Patriots,49,80,97.6
adamvinatieri/2503471,2004,New England Patriots,48,93.9,100
adamvinatieri/2503471,2003,New England Patriots,48,73.5,97.4
adamvinatieri/2503471,2002,New England Patriots,57,90,100
adamvinatieri/2503471,2001,New England Patriots,54,80,97.6
adamvinatieri/2503471,2000,New England Patriots,53,81.8,100
adamvinatieri/2503471,1999,New England Patriots,51,78.8,96.7
adamvinatieri/2503471,1998,New England Patriots,55,79.5,100
adamvinatieri/2503471,1997,New England Patriots,52,86.2,100
adamvinatieri/2503471,1996,New England Patriots,50,77.1,92.9
jefffeagles/2500608,2009,New York Giants,0,0,0
jefffeagles/2500608,2008,New York Giants,0,0,0
jefffeagles/2500608,2007,New York Giants,0,0,0
jefffeagles/2500608,2006,New York Giants,0,0,0
jefffeagles/2500608,2005,New York Giants,0,0,0
jefffeagles/2500608,2004,New York Giants,0,0,0
jefffeagles/2500608,2003,New York Giants,0,0,0
jefffeagles/2500608,2002,Seattle Seahawks,0,0,0
jefffeagles/2500608,2001,Seattle Seahawks,0,0,0
jefffeagles/2500608,2000,Seattle Seahawks,0,0,0
jefffeagles/2500608,1999,Seattle Seahawks,0,0,0
jefffeagles/2500608,1998,Seattle Seahawks,0,0,0
jefffeagles/2500608,1997,Arizona Cardinals,0,0,0
jefffeagles/2500608,1996,Arizona Cardinals,0,0,0
jefffeagles/2500608,1995,Arizona Cardinals,0,0,0
jefffeagles/2500608,1994,Arizona Cardinals,0,0,0
jefffeagles/2500608,1993,Philadelphia Eagles,0,0,0
jefffeagles/2500608,1992,Philadelphia Eagles,0,0,0
jefffeagles/2500608,1991,Philadelphia Eagles,0,0,0
jefffeagles/2500608,1990,Philadelphia Eagles,0,0,0
jefffeagles/2500608,1989,New England Patriots,0,0,0
jefffeagles/2500608,1988,New England Patriots,0,0,0
nickfolk/2507225,2016,New York Jets,51,87.1,92.3
nickfolk/2507225,2015,New York Jets,55,81.3,100
nickfolk/2507225,2014,New York Jets,55,82.1,100
nickfolk/2507225,2013,New York Jets,54,91.7,100
nickfolk/2507225,2012,New York Jets,54,77.8,100
nickfolk/2507225,2011,New York Jets,51,76,100
nickfolk/2507225,2010,New York Jets,56,76.9,100
nickfolk/2507225,2009,Dallas Cowboys,51,64.3,100
nickfolk/2507225,2008,Dallas Cowboys,52,90.9,100
nickfolk/2507225,2007,Dallas Cowboys,53,83.9,100
deanderby/2512824,1962,Minnesota Vikings,0,0,0
deanderby/2512824,1961,Minnesota Vikings,0,0,0
