playerID,year,team,gamesPlayed
quinnjohnson/79593,2013,Tennessee Titans,4
quinnjohnson/79593,2012,Tennessee Titans,16
quinnjohnson/79593,2011,Tennessee Titans,4
quinnjohnson/79593,2011,Denver Broncos,0
quinnjohnson/79593,2010,Green Bay Packers,11
quinnjohnson/79593,2009,Green Bay Packers,9
l.t.walton/2552444,2016,Pittsburgh Steelers,10
l.t.walton/2552444,2015,Pittsburgh Steelers,6
ronrivera/2502679,1992,Chicago Bears,16
ronrivera/2502679,1991,Chicago Bears,16
ronrivera/2502679,1990,Chicago Bears,14
ronrivera/2502679,1989,Chicago Bears,16
ronrivera/2502679,1988,Chicago Bears,16
ronrivera/2502679,1987,Chicago Bears,12
ronrivera/2502679,1986,Chicago Bears,16
ronrivera/2502679,1985,Chicago Bears,16
ronrivera/2502679,1984,Chicago Bears,15
montaereagor/2502600,2007,Philadelphia Eagles,7
montaereagor/2502600,2006,Indianapolis Colts,5
montaereagor/2502600,2005,Indianapolis Colts,13
montaereagor/2502600,2004,Indianapolis Colts,16
montaereagor/2502600,2003,Indianapolis Colts,13
montaereagor/2502600,2002,Denver Broncos,15
montaereagor/2502600,2001,Denver Broncos,8
montaereagor/2502600,2000,Denver Broncos,13
montaereagor/2502600,1999,Denver Broncos,9
joetafoya/2504656,2007,Arizona Cardinals,13
joetafoya/2504656,2006,Seattle Seahawks,13
joetafoya/2504656,2005,Seattle Seahawks,15
joetafoya/2504656,2003,Chicago Bears,16
joetafoya/2504656,2002,Chicago Bears,14
joetafoya/2504656,2001,Chicago Bears,5
bryanhall/2530581,2012,Baltimore Ravens,5
kurtcoleman/494261,2016,Carolina Panthers,15
kurtcoleman/494261,2015,Carolina Panthers,15
kurtcoleman/494261,2014,Kansas City Chiefs,15
kurtcoleman/494261,2013,Philadelphia Eagles,15
kurtcoleman/494261,2012,Philadelphia Eagles,14
kurtcoleman/494261,2011,Philadelphia Eagles,15
kurtcoleman/494261,2010,Philadelphia Eagles,15
t.j.carrie/2550164,2016,Oakland Raiders,16
t.j.carrie/2550164,2015,Oakland Raiders,15
t.j.carrie/2550164,2014,Oakland Raiders,13
fredweary/2503572,2003,St. Louis Rams,11
fredweary/2503572,2002,Atlanta Falcons,16
fredweary/2503572,2001,New Orleans Saints,14
fredweary/2503572,2000,New Orleans Saints,12
fredweary/2503572,1999,New Orleans Saints,16
fredweary/2503572,1998,New Orleans Saints,14
nateallen/2508043,2016,Oakland Raiders,14
nateallen/2508043,2015,Oakland Raiders,5
nateallen/2508043,2014,Philadelphia Eagles,15
nateallen/2508043,2013,Philadelphia Eagles,16
nateallen/2508043,2012,Philadelphia Eagles,15
nateallen/2508043,2011,Philadelphia Eagles,15
nateallen/2508043,2010,Philadelphia Eagles,13
jasonbaker/2504395,2011,Carolina Panthers,16
jasonbaker/2504395,2010,Carolina Panthers,16
jasonbaker/2504395,2009,Carolina Panthers,16
jasonbaker/2504395,2008,Carolina Panthers,16
jasonbaker/2504395,2007,Carolina Panthers,16
jasonbaker/2504395,2006,Carolina Panthers,16
jasonbaker/2504395,2005,Carolina Panthers,16
jasonbaker/2504395,2004,Denver Broncos,4
jasonbaker/2504395,2004,Indianapolis Colts,4
jasonbaker/2504395,2004,Kansas City Chiefs,2
jasonbaker/2504395,2003,Kansas City Chiefs,16
jasonbaker/2504395,2002,Philadelphia Eagles,2
jasonbaker/2504395,2002,San Francisco 49ers,11
jasonbaker/2504395,2001,San Francisco 49ers,16
fabianwashington/2506362,2010,Baltimore Ravens,14
fabianwashington/2506362,2009,Baltimore Ravens,10
fabianwashington/2506362,2008,Baltimore Ravens,12
fabianwashington/2506362,2007,Oakland Raiders,15
fabianwashington/2506362,2006,Oakland Raiders,14
fabianwashington/2506362,2005,Oakland Raiders,16
devantebausby/2553790,2016,Chicago Bears,4
jasonwebster/2504264,2008,New England Patriots,3
jasonwebster/2504264,2007,Buffalo Bills,1
jasonwebster/2504264,2006,Atlanta Falcons,8
jasonwebster/2504264,2005,Atlanta Falcons,15
jasonwebster/2504264,2004,Atlanta Falcons,10
jasonwebster/2504264,2003,San Francisco 49ers,5
jasonwebster/2504264,2002,San Francisco 49ers,16
jasonwebster/2504264,2001,San Francisco 49ers,16
jasonwebster/2504264,2000,San Francisco 49ers,16
trumainejohnson/2532877,2016,Los Angeles Rams,14
trumainejohnson/2532877,2015,St. Louis Rams,14
trumainejohnson/2532877,2014,St. Louis Rams,9
trumainejohnson/2532877,2013,St. Louis Rams,16
trumainejohnson/2532877,2012,St. Louis Rams,16
tonyelliott/2513563,1988,New Orleans Saints,14
tonyelliott/2513563,1987,New Orleans Saints,14
tonyelliott/2513563,1986,New Orleans Saints,15
tonyelliott/2513563,1985,New Orleans Saints,16
tonyelliott/2513563,1984,New Orleans Saints,4
tonyelliott/2513563,1983,New Orleans Saints,12
tonyelliott/2513563,1982,New Orleans Saints,9
ericframpton/2495605,2013,New Orleans Saints,2
ericframpton/2495605,2012,Dallas Cowboys,13
ericframpton/2495605,2011,Minnesota Vikings,16
ericframpton/2495605,2010,Minnesota Vikings,14
ericframpton/2495605,2009,Minnesota Vikings,16
ericframpton/2495605,2008,Minnesota Vikings,16
ericframpton/2495605,2007,Minnesota Vikings,9
ericframpton/2495605,2007,Detroit Lions,5
perryriley/496949,2016,Oakland Raiders,11
perryriley/496949,2015,Washington Redskins,9
perryriley/496949,2014,Washington Redskins,14
perryriley/496949,2013,Washington Redskins,16
perryriley/496949,2012,Washington Redskins,16
perryriley/496949,2011,Washington Redskins,16
perryriley/496949,2010,Washington Redskins,8
willblackmon/2495809,2016,Washington Redskins,15
willblackmon/2495809,2015,Washington Redskins,15
willblackmon/2495809,2014,Jacksonville Jaguars,8
willblackmon/2495809,2013,Jacksonville Jaguars,15
willblackmon/2495809,2011,New York Giants,6
willblackmon/2495809,2010,New York Giants,5
willblackmon/2495809,2009,Green Bay Packers,3
willblackmon/2495809,2008,Green Bay Packers,16
willblackmon/2495809,2007,Green Bay Packers,9
willblackmon/2495809,2006,Green Bay Packers,4
paulcarrington/2506618,2007,Denver Broncos,0
paulcarrington/2506618,2006,Atlanta Falcons,15
tommymaddox/2501842,2005,Pittsburgh Steelers,4
tommymaddox/2501842,2004,Pittsburgh Steelers,4
tommymaddox/2501842,2003,Pittsburgh Steelers,16
tommymaddox/2501842,2002,Pittsburgh Steelers,15
tommymaddox/2501842,2001,Pittsburgh Steelers,3
tommymaddox/2501842,1995,New York Giants,16
tommymaddox/2501842,1994,Los Angeles Rams,5
tommymaddox/2501842,1993,Denver Broncos,16
tommymaddox/2501842,1992,Denver Broncos,13
dariuseubanks/2541703,2015,Tampa Bay Buccaneers,0
dariuseubanks/2541703,2013,Cleveland Browns,9
derrickjohnson/2506538,2006,Atlanta Falcons,2
derrickjohnson/2506538,2006,Houston Texans,3
derrickjohnson/2506538,2005,San Francisco 49ers,14
jerryball/2499510,1999,Minnesota Vikings,13
jerryball/2499510,1999,Cleveland Browns,3
jerryball/2499510,1998,Minnesota Vikings,16
jerryball/2499510,1997,Minnesota Vikings,12
jerryball/2499510,1996,Oakland Raiders,16
jerryball/2499510,1995,Oakland Raiders,15
jerryball/2499510,1994,Los Angeles Raiders,16
jerryball/2499510,1993,Cleveland Browns,16
jerryball/2499510,1992,Detroit Lions,12
jerryball/2499510,1991,Detroit Lions,13
jerryball/2499510,1990,Detroit Lions,15
jerryball/2499510,1989,Detroit Lions,16
jerryball/2499510,1988,Detroit Lions,16
jerryball/2499510,1987,Detroit Lions,12
jordancarstens/2505752,2006,Carolina Panthers,1
jordancarstens/2505752,2005,Carolina Panthers,16
jordancarstens/2505752,2004,Carolina Panthers,12
orlandothomas/2503317,2001,Minnesota Vikings,13
orlandothomas/2503317,2000,Minnesota Vikings,9
orlandothomas/2503317,1999,Minnesota Vikings,13
orlandothomas/2503317,1998,Minnesota Vikings,16
orlandothomas/2503317,1997,Minnesota Vikings,15
orlandothomas/2503317,1996,Minnesota Vikings,16
orlandothomas/2503317,1995,Minnesota Vikings,16
titusyoung/2495253,2012,Detroit Lions,10
titusyoung/2495253,2011,Detroit Lions,16
gilbertgardner/2506038,2008,Chicago Bears,1
gilbertgardner/2506038,2008,Detroit Lions,2
gilbertgardner/2506038,2007,Tennessee Titans,13
gilbertgardner/2506038,2006,Indianapolis Colts,15
gilbertgardner/2506038,2005,Indianapolis Colts,11
gilbertgardner/2506038,2004,Indianapolis Colts,11
malikjackson/2532873,2016,Jacksonville Jaguars,16
malikjackson/2532873,2015,Denver Broncos,16
malikjackson/2532873,2014,Denver Broncos,16
malikjackson/2532873,2013,Denver Broncos,16
malikjackson/2532873,2012,Denver Broncos,14
rayfarmer/2500590,1998,Philadelphia Eagles,2
rayfarmer/2500590,1997,Philadelphia Eagles,14
rayfarmer/2500590,1996,Philadelphia Eagles,16
cliftongeathers/496784,2014,Pittsburgh Steelers,0
cliftongeathers/496784,2014,Washington Redskins,6
cliftongeathers/496784,2013,Philadelphia Eagles,16
cliftongeathers/496784,2012,Indianapolis Colts,8
cliftongeathers/496784,2011,Dallas Cowboys,5
cliftongeathers/496784,2010,Dallas Cowboys,1
cliftongeathers/496784,2010,Seattle Seahawks,0
cliftongeathers/496784,2010,Miami Dolphins,1
jasonbanks/2507366,2009,Arizona Cardinals,1
miketeeter/2503272,1995,Carolina Panthers,0
miketeeter/2503272,1994,Houston Oilers,14
miketeeter/2503272,1993,Houston Oilers,14
miketeeter/2503272,1991,Minnesota Vikings,1
brandontate/81306,2016,Buffalo Bills,15
brandontate/81306,2015,Cincinnati Bengals,16
brandontate/81306,2014,Cincinnati Bengals,16
brandontate/81306,2013,Cincinnati Bengals,16
brandontate/81306,2012,Cincinnati Bengals,16
brandontate/81306,2011,Cincinnati Bengals,16
brandontate/81306,2010,New England Patriots,16
brandontate/81306,2009,New England Patriots,2
coreyliuget/2495483,2016,San Diego Chargers,16
coreyliuget/2495483,2015,San Diego Chargers,11
coreyliuget/2495483,2014,San Diego Chargers,16
coreyliuget/2495483,2013,San Diego Chargers,16
coreyliuget/2495483,2012,San Diego Chargers,16
coreyliuget/2495483,2011,San Diego Chargers,15
markherzlich/2495164,2016,New York Giants,14
markherzlich/2495164,2015,New York Giants,16
markherzlich/2495164,2014,New York Giants,15
markherzlich/2495164,2013,New York Giants,16
markherzlich/2495164,2012,New York Giants,16
markherzlich/2495164,2011,New York Giants,11
johncarlson/1966,2014,Arizona Cardinals,16
johncarlson/1966,2013,Minnesota Vikings,13
johncarlson/1966,2012,Minnesota Vikings,14
johncarlson/1966,2010,Seattle Seahawks,15
johncarlson/1966,2009,Seattle Seahawks,16
johncarlson/1966,2008,Seattle Seahawks,16
chrischambers/2504695,2010,Kansas City Chiefs,13
chrischambers/2504695,2009,Kansas City Chiefs,9
chrischambers/2504695,2009,San Diego Chargers,7
chrischambers/2504695,2008,San Diego Chargers,14
chrischambers/2504695,2007,San Diego Chargers,10
chrischambers/2504695,2007,Miami Dolphins,6
chrischambers/2504695,2006,Miami Dolphins,16
chrischambers/2504695,2005,Miami Dolphins,16
chrischambers/2504695,2004,Miami Dolphins,15
chrischambers/2504695,2003,Miami Dolphins,16
chrischambers/2504695,2002,Miami Dolphins,15
chrischambers/2504695,2001,Miami Dolphins,16
colinallred/2506654,2010,Tennessee Titans,5
colinallred/2506654,2009,Tennessee Titans,12
colinallred/2506654,2008,Tennessee Titans,12
colinallred/2506654,2007,Tennessee Titans,3
leonlett/2501733,2001,Denver Broncos,12
leonlett/2501733,2000,Dallas Cowboys,9
leonlett/2501733,1999,Dallas Cowboys,8
leonlett/2501733,1998,Dallas Cowboys,16
leonlett/2501733,1997,Dallas Cowboys,3
leonlett/2501733,1996,Dallas Cowboys,13
leonlett/2501733,1995,Dallas Cowboys,12
leonlett/2501733,1994,Dallas Cowboys,16
leonlett/2501733,1993,Dallas Cowboys,11
leonlett/2501733,1992,Dallas Cowboys,16
leonlett/2501733,1991,Dallas Cowboys,5
kevinnorwood/2543689,2015,Carolina Panthers,1
kevinnorwood/2543689,2014,Seattle Seahawks,9
rayshunreed/2505722,2004,San Francisco 49ers,7
gregestandia/2506635,2009,Cleveland Browns,4
gregestandia/2506635,2009,Jacksonville Jaguars,2
gregestandia/2506635,2008,Jacksonville Jaguars,16
gregestandia/2506635,2007,Jacksonville Jaguars,10
gregestandia/2506635,2006,Jacksonville Jaguars,0
dariuswatts/2505950,2006,New York Giants,0
dariuswatts/2505950,2005,Denver Broncos,6
dariuswatts/2505950,2004,Denver Broncos,16
jojuanarmour/2499450,2002,Cincinnati Bengals,16
jojuanarmour/2499450,2001,Cincinnati Bengals,16
jojuanarmour/2499450,2000,Cincinnati Bengals,4
jojuanarmour/2499450,1999,Cincinnati Bengals,2
jojuanarmour/2499450,1999,Jacksonville Jaguars,0
patrickchung/71251,2016,New England Patriots,16
patrickchung/71251,2015,New England Patriots,15
patrickchung/71251,2014,New England Patriots,16
patrickchung/71251,2013,Philadelphia Eagles,12
patrickchung/71251,2012,New England Patriots,12
patrickchung/71251,2011,New England Patriots,8
patrickchung/71251,2010,New England Patriots,14
patrickchung/71251,2009,New England Patriots,16
kenyandrake/2555230,2016,Miami Dolphins,16
denardwalker/2503503,2005,Oakland Raiders,9
denardwalker/2503503,2004,Oakland Raiders,16
denardwalker/2503503,2003,Minnesota Vikings,16
denardwalker/2503503,2002,Denver Broncos,16
denardwalker/2503503,2001,Denver Broncos,16
denardwalker/2503503,2000,Tennessee Titans,15
denardwalker/2503503,1999,Tennessee Titans,15
denardwalker/2503503,1998,Tennessee Oilers,16
denardwalker/2503503,1997,Tennessee Oilers,15
quintenrollins/2552263,2016,Green Bay Packers,13
quintenrollins/2552263,2015,Green Bay Packers,14
travisdaniels/2506442,2012,Kansas City Chiefs,15
travisdaniels/2506442,2011,Kansas City Chiefs,16
travisdaniels/2506442,2010,Kansas City Chiefs,16
travisdaniels/2506442,2009,Kansas City Chiefs,9
travisdaniels/2506442,2008,Cleveland Browns,7
travisdaniels/2506442,2007,Miami Dolphins,16
travisdaniels/2506442,2006,Miami Dolphins,12
travisdaniels/2506442,2005,Miami Dolphins,16
andradavis/2505126,2011,Buffalo Bills,16
andradavis/2505126,2010,Buffalo Bills,6
andradavis/2505126,2009,Denver Broncos,16
andradavis/2505126,2008,Cleveland Browns,16
andradavis/2505126,2007,Cleveland Browns,16
andradavis/2505126,2006,Cleveland Browns,14
andradavis/2505126,2005,Cleveland Browns,16
andradavis/2505126,2004,Cleveland Browns,11
andradavis/2505126,2003,Cleveland Browns,16
andradavis/2505126,2002,Cleveland Browns,16
dano'leary/2504584,2002,New York Giants,5
dano'leary/2504584,2002,Pittsburgh Steelers,4
dano'leary/2504584,2001,Buffalo Bills,8
jayrichardson/2495719,2013,New Orleans Saints,4
jayrichardson/2495719,2010,Seattle Seahawks,7
jayrichardson/2495719,2009,Oakland Raiders,16
jayrichardson/2495719,2008,Oakland Raiders,16
jayrichardson/2495719,2007,Oakland Raiders,16
jarrettpayton/2505711,2005,Tennessee Titans,13
allenaldridge/2499377,2001,Detroit Lions,16
allenaldridge/2499377,2000,Detroit Lions,16
allenaldridge/2499377,1999,Detroit Lions,16
allenaldridge/2499377,1998,Detroit Lions,16
allenaldridge/2499377,1997,Denver Broncos,16
allenaldridge/2499377,1996,Denver Broncos,16
allenaldridge/2499377,1995,Denver Broncos,16
allenaldridge/2499377,1994,Denver Broncos,16
jordantripp/2550147,2016,Green Bay Packers,2
jordantripp/2550147,2016,Seattle Seahawks,7
jordantripp/2550147,2015,Jacksonville Jaguars,12
jordantripp/2550147,2014,Miami Dolphins,13
drewwahlroos/2505283,2005,St. Louis Rams,15
drewwahlroos/2505283,2004,St. Louis Rams,6
saalimhakim/2535716,2015,Kansas City Chiefs,2
saalimhakim/2535716,2014,New York Jets,16
saalimhakim/2535716,2013,New York Jets,3
saalimhakim/2535716,2012,New Orleans Saints,0
rashadbaker/2505824,2008,Oakland Raiders,10
rashadbaker/2505824,2007,Oakland Raiders,0
rashadbaker/2505824,2007,New England Patriots,8
rashadbaker/2505824,2006,New England Patriots,5
rashadbaker/2505824,2006,Minnesota Vikings,1
rashadbaker/2505824,2005,Buffalo Bills,14
rashadbaker/2505824,2004,Buffalo Bills,14
robertmcclain/1037913,2016,San Diego Chargers,3
robertmcclain/1037913,2016,Carolina Panthers,11
robertmcclain/1037913,2015,Carolina Panthers,3
robertmcclain/1037913,2014,Atlanta Falcons,16
robertmcclain/1037913,2013,Atlanta Falcons,16
robertmcclain/1037913,2012,Atlanta Falcons,15
robertmcclain/1037913,2011,Jacksonville Jaguars,0
robertmcclain/1037913,2010,Carolina Panthers,16
joshuaperry/2555326,2016,San Diego Chargers,15
sebastianjanikowski/2504257,2016,Oakland Raiders,16
sebastianjanikowski/2504257,2015,Oakland Raiders,16
sebastianjanikowski/2504257,2014,Oakland Raiders,16
sebastianjanikowski/2504257,2013,Oakland Raiders,16
sebastianjanikowski/2504257,2012,Oakland Raiders,16
sebastianjanikowski/2504257,2011,Oakland Raiders,15
sebastianjanikowski/2504257,2010,Oakland Raiders,16
sebastianjanikowski/2504257,2009,Oakland Raiders,16
sebastianjanikowski/2504257,2008,Oakland Raiders,16
sebastianjanikowski/2504257,2007,Oakland Raiders,16
sebastianjanikowski/2504257,2006,Oakland Raiders,16
sebastianjanikowski/2504257,2005,Oakland Raiders,16
sebastianjanikowski/2504257,2004,Oakland Raiders,16
sebastianjanikowski/2504257,2003,Oakland Raiders,16
sebastianjanikowski/2504257,2002,Oakland Raiders,16
sebastianjanikowski/2504257,2001,Oakland Raiders,15
sebastianjanikowski/2504257,2000,Oakland Raiders,14
deltonhall/2500969,1992,San Diego Chargers,16
deltonhall/2500969,1991,Pittsburgh Steelers,6
deltonhall/2500969,1990,Pittsburgh Steelers,12
deltonhall/2500969,1989,Pittsburgh Steelers,16
deltonhall/2500969,1988,Pittsburgh Steelers,14
deltonhall/2500969,1987,Pittsburgh Steelers,12
roccarmichael/2495133,2014,Philadelphia Eagles,0
roccarmichael/2495133,2013,Philadelphia Eagles,13
roccarmichael/2495133,2012,Houston Texans,6
roccarmichael/2495133,2011,Houston Texans,0
jimdray/497226,2016,San Francisco 49ers,2
jimdray/497226,2016,Buffalo Bills,4
jimdray/497226,2015,Cleveland Browns,16
jimdray/497226,2014,Cleveland Browns,16
jimdray/497226,2013,Arizona Cardinals,16
jimdray/497226,2012,Arizona Cardinals,13
jimdray/497226,2011,Arizona Cardinals,10
jimdray/497226,2010,Arizona Cardinals,16
danielsorensen/2550257,2016,Kansas City Chiefs,16
danielsorensen/2550257,2015,Kansas City Chiefs,16
danielsorensen/2550257,2014,Kansas City Chiefs,9
yamonfigurs/2495602,2010,Cleveland Browns,1
yamonfigurs/2495602,2010,Oakland Raiders,1
yamonfigurs/2495602,2009,Tampa Bay Buccaneers,3
yamonfigurs/2495602,2009,Detroit Lions,3
yamonfigurs/2495602,2008,Baltimore Ravens,12
yamonfigurs/2495602,2007,Baltimore Ravens,14
coreymays/2506770,2010,Kansas City Chiefs,14
coreymays/2506770,2009,Kansas City Chiefs,16
coreymays/2506770,2008,Cincinnati Bengals,12
coreymays/2506770,2007,Cincinnati Bengals,11
coreymays/2506770,2007,New England Patriots,1
coreymays/2506770,2006,New England Patriots,8
glennearl/2506058,2006,Houston Texans,15
glennearl/2506058,2005,Houston Texans,10
glennearl/2506058,2004,Houston Texans,12
louisdelmas/71279,2014,Miami Dolphins,13
louisdelmas/71279,2013,Detroit Lions,16
louisdelmas/71279,2012,Detroit Lions,8
louisdelmas/71279,2011,Detroit Lions,11
louisdelmas/71279,2010,Detroit Lions,15
louisdelmas/71279,2009,Detroit Lions,15
damariousrandall/2552389,2016,Green Bay Packers,10
damariousrandall/2552389,2015,Green Bay Packers,15
t.j.jones/2543836,2016,Detroit Lions,3
t.j.jones/2543836,2015,Detroit Lions,10
abryjones/2539230,2016,Jacksonville Jaguars,15
abryjones/2539230,2015,Jacksonville Jaguars,15
abryjones/2539230,2014,Jacksonville Jaguars,16
abryjones/2539230,2013,Jacksonville Jaguars,8
natejackson/2504808,2008,Denver Broncos,10
natejackson/2504808,2007,Denver Broncos,5
natejackson/2504808,2006,Denver Broncos,11
natejackson/2504808,2005,Denver Broncos,2
natejackson/2504808,2004,Denver Broncos,12
natejackson/2504808,2003,Denver Broncos,1
damongibson/2500800,2002,Atlanta Falcons,1
damongibson/2500800,2002,Jacksonville Jaguars,1
damongibson/2500800,2001,Jacksonville Jaguars,16
damongibson/2500800,1999,Cleveland Browns,2
damongibson/2500800,1998,Cincinnati Bengals,16
davissanchez/2504338,2002,San Diego Chargers,10
davissanchez/2504338,2001,San Diego Chargers,12
tommyjeter/2501400,1996,Carolina Panthers,1
tommyjeter/2501400,1995,Philadelphia Eagles,0
tommyjeter/2501400,1994,Philadelphia Eagles,14
tommyjeter/2501400,1993,Philadelphia Eagles,7
tommyjeter/2501400,1992,Philadelphia Eagles,15
robertjohnson/2508053,2012,Tennessee Titans,12
robertjohnson/2508053,2011,Tennessee Titans,3
robertjohnson/2508053,2010,Tennessee Titans,0
stephenfranklin/2530841,2011,Jacksonville Jaguars,5
damionelewis/2504740,2010,Houston Texans,10
damionelewis/2504740,2009,Carolina Panthers,16
damionelewis/2504740,2008,Carolina Panthers,15
damionelewis/2504740,2007,Carolina Panthers,15
damionelewis/2504740,2006,Carolina Panthers,16
damionelewis/2504740,2005,St. Louis Rams,16
damionelewis/2504740,2004,St. Louis Rams,16
damionelewis/2504740,2003,St. Louis Rams,12
damionelewis/2504740,2002,St. Louis Rams,16
damionelewis/2504740,2001,St. Louis Rams,9
melowens/2522628,1989,Los Angeles Rams,16
melowens/2522628,1988,Los Angeles Rams,7
melowens/2522628,1987,Los Angeles Rams,12
melowens/2522628,1986,Los Angeles Rams,16
melowens/2522628,1985,Los Angeles Rams,16
melowens/2522628,1984,Los Angeles Rams,16
melowens/2522628,1983,Los Angeles Rams,16
melowens/2522628,1982,Los Angeles Rams,7
melowens/2522628,1981,Los Angeles Rams,16
ronrice/2502643,2001,Detroit Lions,8
ronrice/2502643,2000,Detroit Lions,14
ronrice/2502643,1999,Detroit Lions,16
ronrice/2502643,1998,Detroit Lions,16
ronrice/2502643,1997,Detroit Lions,12
ronrice/2502643,1996,Detroit Lions,13
ronrice/2502643,1995,Detroit Lions,0
darylsmith/2506029,2016,Tampa Bay Buccaneers,16
darylsmith/2506029,2015,Baltimore Ravens,16
darylsmith/2506029,2014,Baltimore Ravens,16
darylsmith/2506029,2013,Baltimore Ravens,16
darylsmith/2506029,2012,Jacksonville Jaguars,2
darylsmith/2506029,2011,Jacksonville Jaguars,16
darylsmith/2506029,2010,Jacksonville Jaguars,16
darylsmith/2506029,2009,Jacksonville Jaguars,16
darylsmith/2506029,2008,Jacksonville Jaguars,14
darylsmith/2506029,2007,Jacksonville Jaguars,15
darylsmith/2506029,2006,Jacksonville Jaguars,16
darylsmith/2506029,2005,Jacksonville Jaguars,16
darylsmith/2506029,2004,Jacksonville Jaguars,15
zachkerr/2550575,2016,Indianapolis Colts,12
zachkerr/2550575,2015,Indianapolis Colts,12
zachkerr/2550575,2014,Indianapolis Colts,12
jasonhatcher/2495851,2015,Washington Redskins,15
jasonhatcher/2495851,2014,Washington Redskins,13
jasonhatcher/2495851,2013,Dallas Cowboys,15
jasonhatcher/2495851,2012,Dallas Cowboys,16
jasonhatcher/2495851,2011,Dallas Cowboys,13
jasonhatcher/2495851,2010,Dallas Cowboys,13
jasonhatcher/2495851,2009,Dallas Cowboys,16
jasonhatcher/2495851,2008,Dallas Cowboys,16
jasonhatcher/2495851,2007,Dallas Cowboys,16
jasonhatcher/2495851,2006,Dallas Cowboys,14
crockettgillmore/2543794,2016,Baltimore Ravens,7
crockettgillmore/2543794,2015,Baltimore Ravens,10
crockettgillmore/2543794,2014,Baltimore Ravens,15
tedthompson/2527362,1984,Houston Oilers,16
tedthompson/2527362,1983,Houston Oilers,16
tedthompson/2527362,1982,Houston Oilers,9
tedthompson/2527362,1981,Houston Oilers,16
tedthompson/2527362,1980,Houston Oilers,15
tedthompson/2527362,1979,Houston Oilers,16
tedthompson/2527362,1978,Houston Oilers,16
tedthompson/2527362,1977,Houston Oilers,14
tedthompson/2527362,1976,Houston Oilers,14
tedthompson/2527362,1975,Houston Oilers,14
parislenon/2503971,2013,Denver Broncos,14
parislenon/2503971,2012,Arizona Cardinals,16
parislenon/2503971,2011,Arizona Cardinals,16
parislenon/2503971,2010,Arizona Cardinals,16
parislenon/2503971,2009,St. Louis Rams,15
parislenon/2503971,2008,Detroit Lions,16
parislenon/2503971,2007,Detroit Lions,16
parislenon/2503971,2006,Detroit Lions,16
parislenon/2503971,2005,Green Bay Packers,16
parislenon/2503971,2004,Green Bay Packers,16
parislenon/2503971,2003,Green Bay Packers,16
parislenon/2503971,2002,Green Bay Packers,16
davethomas/2503299,2001,New York Giants,16
davethomas/2503299,2000,New York Giants,16
davethomas/2503299,1999,Jacksonville Jaguars,15
davethomas/2503299,1998,Jacksonville Jaguars,14
davethomas/2503299,1997,Jacksonville Jaguars,16
davethomas/2503299,1996,Jacksonville Jaguars,9
davethomas/2503299,1995,Jacksonville Jaguars,16
davethomas/2503299,1994,Dallas Cowboys,16
davethomas/2503299,1993,Dallas Cowboys,12
rayphillips/2523184,1987,Philadelphia Eagles,3
rayphillips/2523184,1986,Atlanta Falcons,1
quintonteal/2507079,2010,San Diego Chargers,13
quintonteal/2507079,2009,Carolina Panthers,16
quintonteal/2507079,2008,Carolina Panthers,13
quintonteal/2507079,2007,Carolina Panthers,15
darvinadams/2495444,2011,Carolina Panthers,2
davidroach/2303,2009,St. Louis Rams,15
davidroach/2303,2008,St. Louis Rams,0
lanceschulters/2502860,2007,Miami Dolphins,7
lanceschulters/2502860,2006,Atlanta Falcons,7
lanceschulters/2502860,2005,Miami Dolphins,16
lanceschulters/2502860,2004,Tennessee Titans,3
lanceschulters/2502860,2003,Tennessee Titans,16
lanceschulters/2502860,2002,Tennessee Titans,16
lanceschulters/2502860,2001,San Francisco 49ers,16
lanceschulters/2502860,2000,San Francisco 49ers,12
lanceschulters/2502860,1999,San Francisco 49ers,13
lanceschulters/2502860,1998,San Francisco 49ers,15
johnleake/2505716,2006,Atlanta Falcons,14
johnleake/2505716,2005,Green Bay Packers,3
johnleake/2505716,2005,Atlanta Falcons,8
kealohapilares/2495326,2012,Carolina Panthers,8
kealohapilares/2495326,2011,Carolina Panthers,12
johneubanks/2506805,2007,Washington Redskins,6
johneubanks/2506805,2006,Washington Redskins,1
kennyokoro/2542015,2014,Washington Redskins,2
amaricooper/2552487,2016,Oakland Raiders,16
amaricooper/2552487,2015,Oakland Raiders,16
charleshaley/2500963,1999,San Francisco 49ers,16
charleshaley/2500963,1998,San Francisco 49ers,0
charleshaley/2500963,1996,Dallas Cowboys,5
charleshaley/2500963,1995,Dallas Cowboys,13
charleshaley/2500963,1994,Dallas Cowboys,16
charleshaley/2500963,1993,Dallas Cowboys,14
charleshaley/2500963,1992,Dallas Cowboys,15
charleshaley/2500963,1991,San Francisco 49ers,14
charleshaley/2500963,1990,San Francisco 49ers,16
charleshaley/2500963,1989,San Francisco 49ers,16
charleshaley/2500963,1988,San Francisco 49ers,16
charleshaley/2500963,1987,San Francisco 49ers,12
charleshaley/2500963,1986,San Francisco 49ers,16
michaelgaines/2505910,2009,Cleveland Browns,9
michaelgaines/2505910,2009,Chicago Bears,1
michaelgaines/2505910,2008,Detroit Lions,16
michaelgaines/2505910,2007,Buffalo Bills,15
michaelgaines/2505910,2006,Carolina Panthers,16
michaelgaines/2505910,2005,Carolina Panthers,11
michaelgaines/2505910,2004,Carolina Panthers,15
emmanuellamur/2536032,2016,Minnesota Vikings,16
